嗚呼	ああ
晴れ	はれ
晴れる	はれる
半	はん
晩	ばん
	パン
	ハンカチ
番号	ばんごう
晩御飯	ばんごはん
半分	はんぶん
東	ひがし
引く	ひく
弾く	ひく
低い	ひくい
飛行機	ひこうき
左	ひだり
人	ひと
一つ	ひとつ
一月	ひとつき
一人	ひとり
暇	ひま
百	ひゃく
病院	びょういん
病気	びょうき
昼	ひる
昼御飯	ひるごはん
広い	ひろい
	フィルム
封筒	ふうとう
	プール
	フォーク
吹く	ふく
服	ふく
二つ	ふたつ
豚肉	ぶたにく
二人	ふたり
二日	ふつか
太い	ふとい
冬	ふゆ
降る	ふる
古い	ふるい
	ふろ
文章	ぶんしょう
	ページ
下手	へた
	ベッド
	ペット
部屋	へや
辺	へん
	ペン
勉強	べんきょうする
便利	べんり
帽子	ぼうし
	ボールペン
	ほか
	ポケット
欲しい	ほしい
	ポスト
細い	ほそい
	ボタン
	ホテル
本	ほん
本棚	ほんだな
	ほんとう
毎朝	まいあさ
毎月	まいげつ/まいつき
毎週	まいしゅう
毎日	まいにち
毎年	まいねん/まいとし
毎晩	まいばん
前	まえ
曲る	まがる
	まずい
	また
	まだ
町	まち
待つ	まつ
	まっすぐ
	マッチ
窓	まど
丸い/円い	まるい
万	まん
万年筆	まんねんひつ
磨く	みがく
右	みぎ
短い	みじかい
水	みず
店	みせ
見せる	みせる
道	みち
三日	みっか
三つ	みっつ
緑	みどり
皆さん	みなさん
南	みなみ
耳	みみ
見る 観る	みる
	みんな
六日	むいか
向こう	むこう
難しい	むずかしい
六つ	むっつ
村	むら
目	め
	メートル
眼鏡	めがね
	もう
もう一度	もういちど
木曜日	もくようび
持つ	もつ
	もっと
物	もの
門	もん
問題	もんだい
八百屋	やおや
野菜	やさい
易しい	やさしい
安い	やすい
休み	やすみ
休む	やすむ
八つ	やっつ
山	やま
	やる
夕方	ゆうがた
夕飯	ゆうはん
郵便局	ゆうびんきょく
昨夜	ゆうべ
有名	ゆうめい
雪	ゆき
行く	ゆく
	ゆっくりと
八日	ようか
洋服	ようふく
	よく
横	よこ
四日	よっか
四つ	よっつ
呼ぶ	よぶ
読む	よむ
夜	よる
弱い	よわい
来月	らいげつ
来週	らいしゅう
来年	らいねん
	ラジオ
	ラジカセ / ラジオカセット
	りっぱ
留学生	りゅうがくせい
両親	りょうしん
料理	りょうり
旅行	りょこう
零	れい
冷蔵庫	れいぞうこ
	レコード
	レストラン
練習	れんしゅうする
廊下	ろうか
六	ろく
	ワイシャツ
若い	わかい
分かる	わかる
忘れる	わすれる
私	わたくし
私	わたし
渡す	わたす
渡る	わたる
悪い	わるい
	より、ほう

